ori_text,paragraphIndex,coref_text
"Gaspare Luigi Pacifico Spontini  (14 November 1774 – 24 January 1851) was an Italian opera composer and conductor.
",0,Gaspare Luigi Pacifico Spontini  (14 November 1774 – 24 January 1851) was an Italian opera composer and conductor. 
"Born in Maiolati, Papal State (now Maiolati Spontini, Province of Ancona), he spent most of his career in Paris and Berlin, but returned to his place of birth at the end of his life. During the first two decades of the 19th century, Spontini was an important figure in French opera. In his more than twenty operas, Spontini strove to adapt Gluck's classical tragédie lyrique to  the contemporary taste for melodrama, for grander spectacle (in Fernand Cortez for example), for enriched orchestral timbre, and for melodic invention allied to idiomatic expressiveness of words.
",2,"Born in Maiolati, Papal State (now Maiolati Spontini, Province of Ancona), Spontini spent most of Spontini's career in Paris and Berlin, but returned to Spontini's place of birth at the end of Spontini's life. During the first two decades of the 19th century, Spontini was an important figure in French opera. In Spontini's more than twenty operas, Spontini strove to adapt Gluck's classical tragédie lyrique to  the contemporary taste for melodrama, for grander spectacle (in Fernand Cortez for example), for enriched orchestral timbre, and for melodic invention allied to idiomatic expressiveness of words. "
"As a youth, Spontini studied at the Conservatorio della Pietà de' Turchini, one of four active music conservatories of Naples. Working his way from Italian city to city, he got his first break in Rome, with his successful comedy Li Puntigli delle Donne (Carnival 1793). In 1803, he went to Paris, where, on 11 February 1804, debuted his comic opera La Finta Filosofa, his Neapolitan success of 1799. In part on the recommendation of the comte de Rémusat and his literary countess, a dame du palais, Spontini circulated in the Imperial court, was made a member of the Académie Impériale de Musique and gained a court position as compositeur particulier de la chambre of the Empress in 1805.
",3,"As a youth, Spontini studied at the Conservatorio della Pietà de' Turchini, one of four active music conservatories of Naples. Working Spontini's way from Italian city to city, Spontini got Spontini's first break in Rome, with Spontini's successful comedy Li Puntigli delle Donne (Carnival 1793). In 1803, Spontini went to Paris, where, on 11 February 1804, debuted Spontini's comic opera La Finta Filosofa, Spontini's Neapolitan success of 1799. In part on the recommendation of the comte de Rémusat and the comte de Rémusat's literary countess, a dame du palais, Spontini circulated in the Imperial court, was made a member of the Académie Impériale de Musique and gained a court position as compositeur particulier de la chambre of the Empress in 1805. "
"Though Spontini's earlier successes were comedies, with the encouragement of Empress Joséphine in 1807, Spontini wrote his greatest success, the tragédie lyrique La Vestale, which has remained his best known work. Its premiere at the Opéra in Paris established Spontini as one of the greatest Italian composers of his age. His contemporaries Cherubini Beethoven and Meyerbeer considered it a masterpiece, and later composers such as Berlioz and Wagner admired it.
",4,"Though Spontini's's earlier successes were comedies, with the encouragement of Empress Joséphine in 1807, Spontini's wrote Spontini's's greatest success, the tragédie lyrique La Vestale, which has remained Spontini's's best known work. his greatest success, the tragédie lyrique La Vestale, which has remained his best known work's premiere at the Opéra in Paris established Spontini's as one of the greatest Italian composers of Spontini's's age. Spontini's's contemporaries Cherubini Beethoven and Meyerbeer considered his greatest success, the tragédie lyrique La Vestale, which has remained his best known work a masterpiece, and later composers such as Berlioz and Wagner admired his greatest success, the tragédie lyrique La Vestale, which has remained his best known work. "
"During the Peninsular War, Napoleon promoted works such as Gasparo Spontini's Fernand Cortez (1809), which concerned the Spanish conquest of Mexico under the reign of Charles V. In 1811, Spontini married Celeste Érard, the niece of the Parisian maker of pianos and harps Sébastien Érard; it was a happy marriage, though childless. He was made a chevalier of Napoleon's Legion of Honor; its Maltese cross hangs round his neck in the portrait by Nicolas-Eustache Maurin (illustration).
",5,"During the Peninsular War, Napoleon promoted works such as Gasparo Spontini's's Fernand Cortez (1809), which concerned the Spanish conquest of Mexico under the reign of Charles V. In 1811, Gasparo Spontini's married Celeste Érard, the niece of the Parisian maker of pianos and harps Sébastien Érard; it was a happy marriage, though childless. He was made a chevalier of Napoleon's Legion of Honor; Napoleon's Legion of Honor's Maltese cross hangs round his neck in the portrait by Nicolas-Eustache Maurin (illustration). "
"Under the changed political climate of the Bourbon Restoration, Spontini, closely identified with the former Empire, saw his opera Olimpie (1819, revised 1821, 1826) meet with indifference, leading him to leave Paris for Berlin, where his operas had already achieved success. There he became Kapellmeister and chief conductor at the Königliches Opernhaus, and in this period he composed the Prussian National Anthem ""Borussia"". There he also met the young Mendelssohn, but deprecated the 17-year old's opera Die Hochzeit des Camacho. In 1842, a disillusioned Spontini, chagrined at the success of Giacomo Meyerbeer and others in Germany, returned to Italy, where he died in 1851. Bibliography
",6,"Under the changed political climate of the Bourbon Restoration, Spontini, closely identified with the former Empire, saw Spontini's opera Olimpie (1819, revised 1821, 1826) meet with indifference, leading Spontini to leave Paris for Berlin, where Spontini's operas had already achieved success. There Spontini became Kapellmeister and chief conductor at the Königliches Opernhaus, and in this period Spontini composed the Prussian National Anthem ""Borussia"". There Spontini also met the young Mendelssohn, but deprecated the young Mendelssohn's opera Die Hochzeit des Camacho. In 1842, Spontini, chagrined at the success of Giacomo Meyerbeer and others in Germany, returned to Italy, where Spontini died in 1851. Bibliography "
"(French) Gaspare Spontini by Patrick Barbier, bleu nuit éditeur, 2017, 176 p. (ISBN 978-2-3588-4067-5)
",7,"(French) Gaspare Spontini by Patrick Barbier, bleu nuit éditeur, 2017, 176 p. (ISBN 978-2-3588-4067-5) "
"Li puntigli delle donne (1796)
",10,Li puntigli delle donne (1796) 
"L'eroismo ridicolo (1798)
",11,L'eroismo ridicolo (1798) 
"Teseo riconosciuto (1798)
",12,Teseo riconosciuto (1798) 
