ori_text,paragraphIndex,coref_text
"Sir Arthur Seymour Sullivan MVO (13 May 1842 – 22 November 1900) was an English composer. He is best known for 14 operatic collaborations with the dramatist W. S. Gilbert, including H.M.S. Pinafore, The Pirates of Penzance and The Mikado. His works include 24 operas, 11 major orchestral works, ten choral works and oratorios, two ballets, incidental music to several plays, and numerous church pieces, songs, and piano and chamber pieces. His hymns and songs include ""Onward, Christian Soldiers"" and ""The Lost Chord"".
",0,"Sir Arthur Seymour Sullivan MVO (13 May 1842 – 22 November 1900) was an English composer. Sir Arthur Seymour Sullivan MVO (13 May 1842 – 22 November 1900) is best known for 14 operatic collaborations with the dramatist W. S. Gilbert, including H.M.S. Pinafore, The Pirates of Penzance and The Mikado. Sir Arthur Seymour Sullivan MVO (13 May 1842 – 22 November 1900)'s works include 24 operas, 11 major orchestral works, ten choral works and oratorios, two ballets, incidental music to several plays, and numerous church pieces, songs, and piano and chamber pieces. Sir Arthur Seymour Sullivan MVO (13 May 1842 – 22 November 1900)'s hymns and songs include ""Onward, Christian Soldiers"" and ""The Lost Chord"". "
"The son of a military bandmaster, Sullivan composed his first anthem at the age of eight and was later a soloist in the boys' choir of the Chapel Royal. In 1856, at 14, he was awarded the first Mendelssohn Scholarship by the Royal Academy of Music, which allowed him to study at the academy and then at the Leipzig Conservatoire in Germany. His graduation piece, incidental music to Shakespeare's The Tempest (1861), was received with acclaim on its first performance in London. Among his early major works were a ballet, L'Île Enchantée (1864), a symphony, a cello concerto (both 1866), and his Overture di Ballo (1870). To supplement the income from his concert works he wrote hymns, parlour ballads and other light pieces, and worked as a church organist and music teacher.
",1,"The son of a military bandmaster, Sullivan composed The son of a military bandmaster, Sullivan's first anthem at the age of eight and was later a soloist in the boys' choir of the Chapel Royal. In 1856, at 14, The son of a military bandmaster, Sullivan was awarded the first Mendelssohn Scholarship by the Royal Academy of Music, which allowed The son of a military bandmaster, Sullivan to study at the Royal Academy of Music and then at the Leipzig Conservatoire in Germany. The son of a military bandmaster, Sullivan's graduation piece, incidental music to Shakespeare's The Tempest (1861), was received with acclaim on His graduation piece, incidental music to Shakespeare's The Tempest (1861)'s first performance in London. Among The son of a military bandmaster, Sullivan's early major works were a ballet, L'Île Enchantée (1864), a symphony, a cello concerto (both 1866), and The son of a military bandmaster, Sullivan's Overture di Ballo (1870). To supplement the income from The son of a military bandmaster, Sullivan's concert works The son of a military bandmaster, Sullivan wrote hymns, parlour ballads and other light pieces, and worked as a church organist and music teacher. "
"In 1866 Sullivan composed a one-act comic opera, Cox and Box, which is still widely performed. He wrote his first opera with W. S. Gilbert, Thespis, in 1871. Four years later, the impresario Richard D'Oyly Carte engaged Gilbert and Sullivan to create a one-act piece, Trial by Jury (1875). Its box-office success led to a series of twelve full-length comic operas by the collaborators. After the extraordinary success of H.M.S. Pinafore (1878) and The Pirates of Penzance (1879), Carte used his profits from the partnership to build the Savoy Theatre in 1881, and their joint works became known as the Savoy operas. Among the best known of the later operas are The Mikado (1885) and The Gondoliers (1889). Gilbert broke from Sullivan and Carte in 1890, after a quarrel over expenses at the Savoy. They reunited in the 1890s for two more operas, but these did not achieve the popularity of their earlier works.
",2,"In 1866 Sullivan composed a one-act comic opera, Cox and Box, which is still widely performed. Sullivan wrote Sullivan's first opera with W. S. Gilbert, Thespis, in 1871. Four years later, the impresario Richard D'Oyly Carte the partnership Gilbert and Sullivan to create a one-act piece, Trial by Jury (1875). a one-act piece, Trial by Jury (1875)'s box-office success led to a series of twelve full-length comic operas by Gilbert and Sullivan. After the extraordinary success of H.M.S. Pinafore (1878) and The Pirates of Penzance (1879), the impresario Richard D'Oyly Carte used the impresario Richard D'Oyly Carte's profits from the partnership to build the Savoy Theatre in 1881, and Gilbert and Sullivan's joint works became known as the Savoy operas. Among the best known of the later operas are The Mikado (1885) and The Gondoliers (1889). W. S. Gilbert broke from Gilbert and Sullivan in 1890, after a quarrel over expenses at the Savoy Theatre. Gilbert and Sullivan reunited in the 1890s for two more operas, but two more operas did not achieve the popularity of Gilbert and Sullivan's earlier works. "
"Sullivan's infrequent serious pieces during the 1880s included two cantatas, The Martyr of Antioch (1880) and The Golden Legend (1886), his most popular choral work. He also wrote incidental music for West End productions of several Shakespeare plays, and held conducting and academic appointments. Sullivan's only grand opera, Ivanhoe, though initially successful in 1891, has rarely been revived. In his last decade Sullivan continued to compose comic operas with various librettists and wrote other major and minor works. He died at the age of 58, regarded as Britain's foremost composer. His comic opera style served as a model for generations of musical theatre composers that followed, and his music is still frequently performed, recorded and pastiched.
",3,"Sullivan's's infrequent serious pieces during the 1880s included two cantatas, The Martyr of Antioch (1880) and The Golden Legend (1886), Sullivan's's most popular choral work. Sullivan's also wrote incidental music for West End productions of several Shakespeare plays, and held conducting and academic appointments. Sullivan's's only grand opera, Ivanhoe, though initially successful in 1891, has rarely been revived. In Sullivan's's last decade Sullivan's continued to compose comic operas with various librettists and wrote other major and minor works. Sullivan's died at the age of 58, regarded as Britain's foremost composer. Sullivan's's comic opera style served as a model for generations of musical theatre composers that followed, and Sullivan's's music is still frequently performed, recorded and pastiched. "
"Sullivan was born in Lambeth, London, the younger of the two children, both boys, of Thomas Sullivan (1805–1866) and his wife, Mary Clementina née Coghlan (1811–1882). His father was a military bandmaster, clarinettist and music teacher, born in Ireland and raised in Chelsea, London; his mother was English born, of Irish and Italian descent. Thomas Sullivan was based from 1845 to 1857 at the Royal Military College, Sandhurst, where he was the bandmaster and taught music privately to supplement his income. Young Arthur became proficient with many of the instruments in the band and composed an anthem, ""By the Waters of Babylon"", when he was eight. He later recalled:
",6,"Sullivan was born in Lambeth, London, the younger of the two children, both boys, of Thomas Sullivan (1805–1866) and Thomas Sullivan (1805–1866)'s wife, Mary Clementina née Coghlan (1811–1882). Young Arthur's father was a military bandmaster, clarinettist and music teacher, born in Ireland and raised in Chelsea, London; Young Arthur's mother was English born, of Irish and Italian descent. Thomas Sullivan (1805–1866) was based from 1845 to 1857 at the Royal Military College, Sandhurst, where Thomas Sullivan (1805–1866) was the bandmaster and taught music privately to supplement Thomas Sullivan (1805–1866)'s income. Young Arthur became proficient with many of the instruments in the band and composed an anthem, ""By the Waters of Babylon"", when Young Arthur was eight. Young Arthur later recalled: "
"I was intensely interested in all that the band did, and learned to play every wind instrument, with which I formed not merely a passing acquaintance, but a real, life-long, intimate friendship. I gradually learned the peculiarities of each ... what it could do and what it was unable to do. I learned in the best possible way how to write for an orchestra.
",7,"I was intensely interested in all that the band did, and learned to play every wind instrument, with which I formed not merely a passing acquaintance, but a real, life-long, intimate friendship. I gradually learned the peculiarities of each ... what it could do and what it was unable to do. I learned in the best possible way how to write for an orchestra. "
"While recognising the boy's obvious talent, his father knew the insecurity of a musical career and discouraged him from pursuing it. Sullivan studied at a private school in Bayswater. In 1854 he persuaded his parents and the headmaster to allow him to apply for membership in the choir of the Chapel Royal. Despite concerns that, at nearly 12 years of age, Sullivan was too old to give much service as a treble before his voice broke, he was accepted and soon became a soloist. By 1856, he was promoted to ""first boy"". Even at this age, his health was delicate, and he was easily fatigued. Sullivan flourished under the training of the Reverend Thomas Helmore, Master of the Children of the Chapel Royal, and began to write anthems and songs. Helmore encouraged his compositional talent and arranged for one of his pieces, ""O Israel"", to be published in 1855, his first published work. Helmore enlisted Sullivan's assistance in creating harmonisations for a volume of The Hymnal Noted and arranged for the boy's compositions to be performed; one anthem was performed at the Chapel Royal in St James's Palace under the direction of Sir George Smart.
",8,"While recognising the boy's's obvious talent, the boy's's father knew the insecurity of a musical career and discouraged the boy's from pursuing a musical career. the boy's studied at a private school in Bayswater. In 1854 the boy's persuaded the boy's's parents and the headmaster to allow the boy's to apply for membership in the choir of the Chapel Royal. Despite concerns that, at nearly 12 years of age, the boy's was too old to give much service as a treble before the boy's's voice broke, the boy's was accepted and soon became a soloist. By 1856, the boy's was promoted to ""first boy"". Even at this age, the boy's's health was delicate, and the boy's was easily fatigued. the boy's flourished under the training of the Reverend Thomas Helmore, Master of the Children of the Chapel Royal, and began to write anthems and songs. the Reverend Thomas Helmore, Master of the Children of the Chapel Royal encouraged the boy's's compositional talent and arranged for one of the boy's's pieces, ""O Israel"", to be published in 1855, the boy's's first published work. the Reverend Thomas Helmore, Master of the Children of the Chapel Royal enlisted the boy's's assistance in creating harmonisations for a volume of The Hymnal Noted and arranged for the boy's's compositions to be performed; one anthem was performed at the Chapel Royal under the direction of Sir George Smart. "
"=== Mendelssohn scholar ===
",9,=== Mendelssohn scholar = == 
"In 1856 the Royal Academy of Music awarded the first Mendelssohn Scholarship to the 14-year-old Sullivan, granting him a year's training at the academy. His principal teacher there was John Goss, whose own teacher, Thomas Attwood, had been a pupil of Mozart. He studied piano with William Sterndale Bennett (the future head of the academy) and Arthur O'Leary. During this first year at the academy Sullivan continued to sing solos with the Chapel Royal, which provided a small amount of spending money. Sullivan's scholarship was extended to a second year, and in 1858, in what his biographer Arthur Jacobs calls an ""extraordinary gesture of confidence"", the scholarship committee extended his grant for a third year so that he could study in Germany, at the Leipzig Conservatoire. There, Sullivan studied composition with Julius Rietz and Carl Reinecke, counterpoint with Moritz Hauptmann and Ernst Richter, and the piano with Louis Plaidy and Ignaz Moscheles. He was trained in Mendelssohn's ideas and techniques but was also exposed to a variety of styles, including those of Schubert, Verdi, Bach and Wagner. Visiting a synagogue, he was so struck by some of the cadences and progressions of the music that thirty years later he could recall them for use in his grand opera, Ivanhoe. He became friendly with the future impresario Carl Rosa and the violinist Joseph Joachim, among others. The academy renewed Sullivan's scholarship to allow him a second year of study at Leipzig. For his third and last year there, his father scraped together the money for living expenses, and the conservatoire assisted by waiving its fees. Sullivan's graduation piece, completed in 1861, was a suite of incidental music to Shakespeare's The Tempest. Revised and expanded, it was performed at the Crystal Palace in 1862, a year after his return to London; The Musical Times described it as a sensation. He began building a reputation as England's most promising young composer.
",10,"In 1856 the Royal Academy of Music awarded the first Mendelssohn Scholarship to the 14-year-old Sullivan, granting the 14-year-old Sullivan a year's training at the Royal Academy of Music. the 14-year-old Sullivan's principal teacher there was John Goss, whose own teacher, Thomas Attwood, had been a pupil of Mozart. the 14-year-old Sullivan studied piano with William Sterndale Bennett (the future head of the Royal Academy of Music) and Arthur O'Leary. During this first year at the Royal Academy of Music the 14-year-old Sullivan continued to sing solos with the Chapel Royal, which provided a small amount of spending money. the 14-year-old Sullivan's scholarship was extended to a second year, and in 1858, in what the 14-year-old Sullivan's biographer Arthur Jacobs calls an ""extraordinary gesture of confidence"", the scholarship committee extended the 14-year-old Sullivan's grant for a third year so that the 14-year-old Sullivan could study in Germany, at the Leipzig Conservatoire. There, the 14-year-old Sullivan studied composition with Julius Rietz and Carl Reinecke, counterpoint with Moritz Hauptmann and Ernst Richter, and the piano with Louis Plaidy and Ignaz Moscheles. the 14-year-old Sullivan was trained in Mendelssohn's ideas and techniques but was also exposed to a variety of styles, including those of Schubert, Verdi, Bach and Wagner. Visiting a synagogue, the 14-year-old Sullivan was so struck by some of the cadences and progressions of the music that thirty years later the 14-year-old Sullivan could recall some of the cadences and progressions of the music for use in the 14-year-old Sullivan's grand opera, Ivanhoe. the 14-year-old Sullivan became friendly with the future impresario Carl Rosa and the violinist Joseph Joachim, among others. the Royal Academy of Music renewed the 14-year-old Sullivan's scholarship to allow the 14-year-old Sullivan a second year of study at the Leipzig Conservatoire. For the 14-year-old Sullivan's third and last year there, the 14-year-old Sullivan's father scraped together the money for living expenses, and the Leipzig Conservatoire assisted by waiving the Leipzig Conservatoire's fees. the 14-year-old Sullivan's graduation piece, completed in 1861, was a suite of incidental music to Shakespeare's The Tempest. Revised and expanded, Sullivan's graduation piece, completed in 1861, was performed at the Crystal Palace in 1862, a year after the 14-year-old Sullivan's return to London; The Musical Times described Sullivan's graduation piece, completed in 1861, as a sensation. the 14-year-old Sullivan began building a reputation as England's most promising young composer. "
"Sullivan embarked on his composing career with a series of ambitious works, interspersed with hymns, parlour songs and other light pieces in a more commercial vein. His compositions were not enough to support him financially, and between 1861 and 1872 he worked as a church organist, which he enjoyed; as a music teacher, which he hated and gave up as soon as he could; and as an arranger of vocal scores of popular operas. He took an early opportunity to compose several pieces for royalty in connection with the wedding of the Prince of Wales in 1863. With The Masque at Kenilworth (Birmingham Festival, 1864), Sullivan began his association with works for voice and orchestra. While an organist at the Royal Italian Opera, Covent Garden, he composed his first ballet, L'Île Enchantée (1864). His Irish Symphony and Cello Concerto (both 1866) were his only works in their respective genres. In the same year, his Overture in C (In Memoriam), commemorating the recent death of his father, was a commission from the Norwich Festival. It achieved considerable popularity. In June 1867 the Philharmonic Society gave the first performance of his overture Marmion. The reviewer for The Times called it ""another step in advance on the part of the only composer of any remarkable promise that just at present we can boast."" In October, Sullivan travelled with George Grove to Vienna in search of neglected scores by Schubert. They unearthed manuscript copies of symphonies and vocal music, and were particularly elated by their final discovery, the incidental music to Rosamunde. Sullivan's first attempt at opera, The Sapphire Necklace (1863–64) to a libretto by Henry F. Chorley, was not produced and is now lost, except for the overture and two songs that were separately published. His first surviving opera, Cox and Box (1866), was written for a private performance. It then received charity performances in London and Manchester, and was later produced at the Gallery of Illustration, where it ran for an extraordinary 264 performances. W. S. Gilbert, writing in Fun magazine, pronounced the score superior to F. C. Burnand's libretto. Sullivan and Burnand were soon commissioned by Thomas German Reed for a two-act opera, The Contrabandista (1867; revised and expanded as The Chieftain in 1894), but it did not do as well. Among Sullivan's early part songs is ""The Long Day Closes"" (1868). Sullivan's last major work of the 1860s was a short oratorio, The Prodigal Son, first given in Worcester Cathedral as part of the 1869 Three Choirs Festival to much praise.
",12,"Sullivan embarked on Sullivan's composing career with a series of ambitious works, interspersed with hymns, parlour songs and other light pieces in a more commercial vein. Sullivan's compositions were not enough to support Sullivan financially, and between 1861 and 1872 Sullivan worked as a church organist, which Sullivan enjoyed; as a music teacher, which Sullivan hated and gave up as soon as Sullivan could; and as an arranger of vocal scores of popular operas. Sullivan took an early opportunity to compose several pieces for royalty in connection with the wedding of the Prince of Wales in 1863. With The Masque at Kenilworth (Birmingham Festival, the same year), Sullivan began Sullivan's association with works for voice and orchestra. While an organist at the Royal Italian Opera, Covent Garden, Sullivan composed Sullivan's first ballet, L'Île Enchantée (the same year). Sullivan's Irish Symphony and Cello Concerto (both 1866) were Sullivan's only works in His Irish Symphony and Cello Concerto (both 1866)'s respective genres. In the same year, Sullivan's Overture in C (In Memoriam), commemorating the recent death of Sullivan's father, was a commission from the Norwich Festival. his Overture in C (In Memoriam), commemorating the recent death of his father achieved considerable popularity. In June 1867 the Philharmonic Society gave the first performance of Sullivan's overture Marmion. The reviewer for The Times called the first performance of his overture Marmion ""another step in advance on the part of Sullivan that just at present we can boast."" In October, Sullivan travelled with George Grove to Vienna in search of neglected scores by Schubert. Sullivan and Burnand unearthed manuscript copies of symphonies and vocal music, and were particularly elated by Sullivan and Burnand's final discovery, the incidental music to Rosamunde. Sullivan's first attempt at opera, The Sapphire Necklace (1863–64) to a libretto by Henry F. Chorley, was not produced and is now lost, except for the overture and two songs that were separately published. Sullivan's first surviving opera, Cox and Box (1866), was written for a private performance. His first surviving opera, Cox and Box (1866) then received charity performances in London and Manchester, and was later produced at the Gallery of Illustration, where His first surviving opera, Cox and Box (1866) ran for an extraordinary 264 performances. W. S. Gilbert, writing in Fun magazine, pronounced the score superior to F. C. Burnand's's libretto. Sullivan and F. C. Burnand's were soon commissioned by Thomas German Reed for a two-act opera, The Contrabandista (1867; revised and expanded as The Chieftain in 1894), but a two-act opera, The Contrabandista (1867; revised and expanded as The Chieftain in 1894) did not do as well. Among Sullivan's early part songs is ""The Long Day Closes"" (1868). Sullivan's last major work of the 1860s was a short oratorio, The Prodigal Son, first given in Worcester Cathedral as part of the 1869 Three Choirs Festival to much praise. "
